index_no,model,simulation,scenario,run,step,time,agent_name,my_payoff,my_play,other_name,other_play,other_payoff
0,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,BPl_0,5,D,GPl_12,C,0
1,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,BPl_1,5,D,GPl_17,C,0
2,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,BPl_2,5,D,TTPl_11,C,0
3,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,BPl_3,1,D,RPl_12,D,1
4,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,BPl_4,5,D,TTPl_13,C,0
5,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,BPl_5,5,D,GPl_16,C,0
6,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,BPl_6,5,D,GPl_8,C,0
7,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,BPl_7,5,D,GPl_6,C,0
8,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,BPl_8,1,D,BPl_18,D,1
9,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,BPl_9,5,D,TTPl_2,C,0
10,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,BPl_10,5,D,RPl_10,C,0
11,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,BPl_11,5,D,GPl_15,C,0
12,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,BPl_12,5,D,GPl_5,C,0
13,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,BPl_13,5,D,GPl_18,C,0
14,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,BPl_14,5,D,TTPl_18,C,0
15,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,BPl_15,1,D,RPl_18,D,1
16,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,BPl_16,5,D,RPl_15,C,0
17,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,BPl_17,5,D,TTPl_7,C,0
18,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,BPl_18,1,D,BPl_8,D,1
19,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,BPl_19,5,D,TTPl_6,C,0
20,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,BPl_0,5,D,RPl_17,C,0
21,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,BPl_1,1,D,BPl_14,D,1
22,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,BPl_2,1,D,BPl_5,D,1
23,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,BPl_3,1,D,BPl_18,D,1
24,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,BPl_4,5,D,GPl_16,C,0
25,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,BPl_5,1,D,BPl_2,D,1
26,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,BPl_6,5,D,TTPl_10,C,0
27,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,BPl_7,5,D,TTPl_0,C,0
28,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,BPl_8,5,D,RPl_1,C,0
29,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,BPl_9,5,D,TTPl_17,C,0
30,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,BPl_10,1,D,BPl_13,D,1
31,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,BPl_11,5,D,RPl_10,C,0
32,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,BPl_12,1,D,RPl_13,D,1
33,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,BPl_13,1,D,BPl_10,D,1
34,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,BPl_14,1,D,BPl_1,D,1
35,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,BPl_15,1,D,RPl_7,D,1
36,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,BPl_16,5,D,GPl_17,C,0
37,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,BPl_17,5,D,RPl_14,C,0
38,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,BPl_18,1,D,BPl_3,D,1
39,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,BPl_19,5,D,RPl_2,C,0
40,ipd,ipd,Scenario1,0,2,2021-05-20T22:21,BPl_0,5,D,TTPl_18,C,0
41,ipd,ipd,Scenario1,0,2,2021-05-20T22:21,BPl_1,5,D,TTPl_8,C,0
42,ipd,ipd,Scenario1,0,2,2021-05-20T22:21,BPl_2,1,D,BPl_16,D,1
43,ipd,ipd,Scenario1,0,2,2021-05-20T22:21,BPl_3,5,D,RPl_3,C,0
44,ipd,ipd,Scenario1,0,2,2021-05-20T22:21,BPl_4,5,D,GPl_18,C,0
