index_no,model,simulation,scenario,run,step,time,agent_name,expected_wage,labor_capacity,employed,demand,consumption,consumption_expected,workforce,total_cash,deposits_cash
2164,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_63,0.9460401686613087,1.9397378918408135,False,2.1457043876217545,1.824941673110108,2.1608004558156204,1,2.202656022869137,2.0239443472342775
2165,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_64,0.8103874042691058,1.7269381767313567,False,1.9004601797965013,2.372445478625695,1.699528450301916,1,2.2860156085417036,1.8107101329955106
2166,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_65,0.7730153399092085,2.2532236136610666,False,2.0701737753006055,1.9422170759542232,1.84274486537744,1,2.216921478959649,2.003453001681772
2167,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_66,1.3212237863342655,1.9567573910060143,False,2.109585631632921,1.9818922185325725,1.9616222694285224,1,2.03071306270347,1.9016232410067637
2168,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_67,1.2383660741495683,1.7393793368135952,False,2.3421631672057805,1.895439041951458,1.9961122987883924,1,2.1803046307439664,1.8542739856134036
2169,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_68,0.8972852584761691,1.9513188828945107,False,2.202303518107998,1.6017385153260688,1.8157492455847641,1,2.0144875239713795,1.9755388717570024
2170,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_69,1.22385627334463,1.7593085978676313,False,2.0802807622114368,1.9809148623518065,1.927603075081819,1,2.12259430624254,1.8623736733725278
2171,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_70,0.89103872457044,2.017071719134682,False,2.098149748529107,2.178365806653892,2.1484031094864937,1,1.9501631384189733,1.950198786477117
2172,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_71,1.022775684023483,2.20913198497458,False,1.9858500877093417,1.9869121347091512,1.8633454739035318,1,2.1023030783497982,1.8007747492335096
2173,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_72,0.8032815617582936,1.985170614902225,False,1.8109686748308114,2.331310240426145,1.728960550076168,1,1.942581168377043,1.7887910187839031
2174,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_73,1.1377911390723396,2.241257559892912,False,2.1806495113566964,2.0731080625617397,1.6979122614736202,1,1.623344244130482,2.159791355262101
2175,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_74,1.0166100688535629,2.317867187434109,False,2.2350824364103183,1.544738547034139,1.8927407673207197,1,2.1217084758673184,1.8919617495492025
2176,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_75,1.1528682819705556,2.0720346550562048,False,1.7883032231365321,2.2004837423409445,1.9848546547665145,1,2.1345912341114257,1.6046498608516693
2177,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_76,0.8366838934696648,2.0146368695879135,False,2.148981091064267,2.0685307813822265,1.8214022202751508,1,2.0722691900186945,2.085499099591173
2178,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_77,1.0011622654589754,2.270545957368234,False,1.743001107706119,1.7036147367692442,1.6418939670597341,1,1.7427768316871515,2.0522822989966514
2179,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_78,1.11590021065317,1.9430087151112176,False,2.0284050763734527,1.862412359172194,2.279872707448005,1,2.069929518126203,2.3129600189881083
2180,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_79,0.8600857121156423,2.056848648594259,False,1.6781063118015955,2.0516022082331618,2.0984274131113794,1,2.056772454692101,2.0957376616492835
2181,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_80,1.391269194823183,1.7460333516000615,False,2.204779701842826,2.14738363984863,1.9360382745044038,1,1.8045332393838482,2.187275261751973
2182,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_81,0.8205661965402238,1.7502399556539923,False,2.0201989762210713,1.847873242194129,2.2440068994879456,1,2.0456036129754676,1.9079544563287354
2183,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_82,0.958794224993093,2.039819004237546,False,1.7161619161727766,2.208670230403818,2.1389796169701527,1,1.6943533046828436,1.9399254752921826
2184,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_83,0.9857273053548834,2.12117505807955,False,2.094528175062645,2.3761402777631058,2.077188954580548,1,1.847053794769411,1.9467641946083505
2185,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_84,0.7017741267892134,2.054415123531559,False,2.064614996176594,1.7826185642425005,1.686480466758988,1,2.201281203438091,2.0170316113321856
2186,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_85,0.8937369256367975,2.014878926158921,False,1.770555145323132,1.8348137438830605,1.7814808749948785,1,2.2516821914426357,1.7542653505625052
2187,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_86,0.8559317428843065,2.0377343627378957,False,1.9391327261071991,2.2156951445237585,1.8131333408316486,1,1.8083118819651658,2.0540532079754534
2188,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_87,1.2318570389768146,2.299118424312969,False,2.0531260024435953,1.8878191854780908,2.3475242366559206,1,1.9666755431267853,2.455165614012116
2189,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_88,1.2287271912932531,2.3345033518544103,False,2.2013210005719746,1.9548584064235643,1.8338271315972707,1,1.76132943045106,2.284372533518009
2190,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_89,1.1168072055574392,1.9608885687593751,False,1.749077778700256,1.965513555225136,1.903062502245114,1,2.189700224683006,1.8830312893995609
2191,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_90,1.399279754040728,1.8686736090623182,False,2.3343775838632697,1.8955816518631852,1.9555808153427887,1,2.2169384807481975,2.101621501119575
2192,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_91,0.8314777738765493,2.058312652097603,False,1.7874711358176893,1.8276911180445161,1.9362761892700522,1,1.9827093405454608,1.5745988651947336
2193,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_92,0.6629708579153617,2.124612843393397,False,1.6553068409866143,2.4755692581472846,2.051095666795792,1,2.0104388880441375,2.0452362476918005
2194,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_93,0.7744767508157316,1.9340372919071962,False,1.6833721626208784,2.0470286983217023,1.7224443111708465,1,2.0158569718859223,1.905030073960974
2195,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_94,0.8865492466296201,2.3428514164812704,False,1.9676646686804249,1.9442263219957956,2.206394390648788,1,1.8127911625520796,1.8435693011753578
2196,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_95,1.1125643382542525,2.099275441982107,False,2.0861925336146303,2.363587506525728,2.1855068844845604,1,1.9787109398828666,1.9017551769993444
2197,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_96,1.0486665295808886,1.9171341957713415,False,2.0922012606452647,2.145127524369335,1.8483898771470535,1,1.9610633298612983,1.7740031237341154
2198,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_97,1.30414996343335,1.8029053325426878,False,1.841946356091483,1.9700154791863937,1.8330687506080716,1,2.121617762647033,1.7503190286362793
2199,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_98,0.7208247565716694,1.9166228841906305,False,1.9100427451550046,2.2896064319525076,2.0579368402549707,1,1.9390776479809682,2.1606892469851418
2200,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,HH_99,0.8546940089304889,1.4911399736166562,False,1.9230618808219972,2.174550113653875,1.9768725487053025,1,1.9515410282223562,2.2719069084448167
2201,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_0,1.1961247689288184,1.800339392527108,False,1.8928366550467348,2.1498270808646285,1.7412375974285381,1,2.1338682315590356,1.6134418791667064
2202,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_1,1.2002529376017321,1.9241640878246447,False,1.9537424187166565,1.9345915249844023,1.6758774707857107,1,2.1406213232547926,2.243762798308979
2203,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_2,1.1610657048594688,1.797480639594208,False,2.177932535729845,1.8912196169487705,1.5215754984029735,1,1.7251275450835641,1.7528653604126183
2204,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_3,0.903323310780526,2.169172248173532,False,1.9300330476625125,2.0243555527991317,1.798699704282389,1,2.0370846374604032,1.8705028160033936
2205,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_4,1.291202499228467,2.0367365740509356,False,1.9806616706231208,2.119877092815082,2.0019867121904182,1,2.1565340740402372,2.202049234061362
2206,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_5,0.8602171885694319,2.234328372246723,False,2.2270996294581806,2.242371441131183,2.3379612334455584,1,1.9991490422991132,2.024296499410763
2207,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_6,1.0989557683517168,2.0809239992695234,False,2.0741048921498724,2.094881250865103,1.991132415876396,1,1.8611274629864203,2.180555051700797
2208,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_7,0.9651547037396765,2.318829300671224,False,1.6834483234694047,2.0921474272624923,2.024502447468986,1,2.064503737380166,2.245588439196226
2209,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_8,0.8263333765231416,1.9011708057761796,False,1.882696219693286,1.9920584314599468,1.8720215058135166,1,1.9004080342181697,1.9755535801105255
2210,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_9,1.002501178232362,1.6306374072429657,False,2.025185573105328,2.097932961243619,1.8650544158854805,1,1.7791866702221657,1.779156474993674
2211,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_10,1.0209469755696958,1.9668354412318048,False,2.1718819399244587,2.5223837006189362,1.8533885163200923,1,1.6133579861229175,1.7861076685289925
2212,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_11,0.6804568380401653,2.2647868951464996,False,2.094978502714265,1.8981680029562367,2.1781002591481093,1,1.8977442769802717,1.7595773288763825
2213,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_12,0.7533944161335115,1.8523361324401937,False,1.928053315480781,2.1462664148361146,1.9611641492924596,1,2.0339489484120508,1.7368369685296947
2214,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_13,1.3317255380332742,1.769655169117001,False,1.8199816294324827,1.9762048980843516,2.368815114861804,1,1.8737794292825698,2.234402117810032
2215,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_14,0.5711468212366312,1.8901584092210022,False,2.3630815569707226,1.922572011466501,2.110510116010237,1,1.926323269844284,2.106502934163771
2216,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_15,0.8832748000980384,1.9021685298964837,False,2.0856648005284555,2.0638984346149245,1.985183764902909,1,1.8964274439512812,1.7115546372940371
2217,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_16,1.3427846253990254,2.0884377988128606,False,2.072445341915444,1.888393856056258,2.0624697965639127,1,1.720078589958844,1.758117090309805
2218,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_17,1.0614058349289106,2.0735078304536474,False,1.776458907542262,1.8491846468900999,2.0538421504427227,1,2.2824977515997595,1.5418638693819142
2219,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_18,1.392756776722145,1.9542850845489539,False,1.860829218953452,2.476458789544095,1.8626723272549501,1,1.8330317124965974,1.6458577566446773
2220,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_19,1.2032361422623332,2.0374191934340433,False,2.0268415643941,1.9866021315829159,2.0917071156302103,1,2.2819351709515225,1.9347595780112143
2221,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_20,0.4900104179487188,2.0244834501122937,False,2.349996465466302,2.234493235836017,1.9370638124353174,1,2.1168420160891586,1.8143507483207664
2222,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_21,0.8140199009414502,2.1076930814213632,False,1.883193754578784,2.2467866629178705,1.800982102535891,1,1.7774262242377425,2.0372230942413303
2223,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_22,0.7626181956243514,2.0317065253307978,False,2.0007026082880564,1.8541004051822179,1.8221841499069478,1,1.7407882319039825,1.9439205386433516
2224,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_23,1.0677754374679373,2.153059464535907,False,1.8987199008802251,2.099411528720686,2.0657066729988443,1,1.881343043537894,1.9813174954137038
2225,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_24,0.8363432126912024,2.1665800178033034,False,1.7390103338453202,1.8971160586436449,1.928872337085442,1,1.8238536064959097,2.073570134524289
2226,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_25,0.9339974848333099,1.9729001502479484,False,1.83142071476388,1.7586147417924662,2.2216715801492097,1,2.0785493066758174,2.0792993123296433
2227,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_26,1.007702624015086,2.048883514254865,False,2.148603526024735,2.025663845097023,1.915257762583527,1,2.1471630460265985,1.9164773599124856
2228,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_27,0.7376012704383046,1.720539425980001,False,2.100679508881619,2.506692845667393,2.145410325135566,1,2.030094685688881,1.9312441808537157
2229,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_28,1.047969210254632,1.7379051893207869,False,1.7485028919526442,1.5473964835674279,2.308000017422164,1,2.1301100628813847,1.472267318904417
2230,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_29,1.1471564737533457,1.7226790572063462,False,1.8876388501556747,2.3989358455008087,2.0407735274170298,1,1.901045175915337,2.3139441234772806
2231,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_30,1.3466250967945652,2.176645717688563,False,2.0759400868403315,2.1240892937889564,2.0273253321965994,1,1.9198451255157196,2.072195397212846
2232,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_31,0.9525435675860598,2.3333419783045737,False,1.8867740865006477,2.605851971818263,2.3791146344110476,1,2.2426944526025046,1.3696175730233953
2233,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_32,1.1109885214353592,1.9501518334007781,False,1.911282686474214,2.0892414200953935,2.086396062237812,1,1.8752821991549289,2.1391102041479844
2234,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_33,0.6799591025009166,2.005857344598032,False,2.0927524653169804,2.180651425595742,1.9655643575594062,1,1.9216251731400873,2.025843931556021
2235,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_34,0.9319037263988608,1.6652471005209701,False,1.7788585580110903,2.1254883921263343,1.9485676189934074,1,2.1363891664459547,1.8747404400185455
2236,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_35,0.6885070357398593,1.676958343472638,False,2.092682627991394,2.040300893896557,2.0626919236084134,1,2.1320623446681144,1.9577976455214903
2237,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_36,0.8336138076430282,1.7234599043142926,False,1.9583024462793965,1.92550776927567,2.2216135724257633,1,2.1536062793636654,2.136681063641439
2238,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_37,0.9451230733214462,2.0538479317915934,False,1.9029780364815623,2.1438460388664726,1.8316428075935625,1,2.042195773169799,2.070720514282877
2239,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_38,1.171615649656399,1.928326677515298,False,1.7970759506228597,1.8583751715010293,1.788529951544997,1,2.1714876637891827,2.15158637898053
2240,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_39,1.1066669904891455,1.6566883704441886,False,2.1845975374335724,2.1517054138275142,1.9548769406402027,1,1.6547722172210744,1.9409041492957253
2241,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_40,0.8224045954756936,1.9938812106504396,False,1.764500566421283,1.9745065984880283,2.1882955105807707,1,1.976490488543905,2.2916666446427505
2242,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_41,0.7754067473927337,2.3431822215211913,False,1.9829198348455117,2.567970443468637,2.0106384123777747,1,1.896301226250058,1.9787228818542326
2243,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_42,1.019584710322181,1.996007137804979,False,2.1776335742297177,2.1748209300651595,2.0280620612942375,1,2.652342487273796,1.8806436561967368
2244,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_43,0.8884332152510392,2.075646127614254,False,2.0830855564207433,1.842618310706079,1.9823404883269964,1,1.9817843907780028,2.114678030906773
2245,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_44,0.9672365844554223,2.1143193045154756,False,2.252500349810322,1.7396051480906563,2.147955688608525,1,1.904778836486421,2.160825252183969
2246,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_45,0.8453126669941162,1.8925927222743966,False,2.2764620305806593,1.9719895245255985,1.9281248458379652,1,2.1231045878768042,1.8905139743264805
2247,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_46,1.2071583973768978,1.864030568917529,False,1.6100229535189903,1.9172917667814318,2.1211629218116084,1,2.084536891185638,1.6095441055739108
2248,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_47,0.7993808807527989,2.0107414267002404,False,1.924527324929963,2.367983368803908,2.068268754884204,1,1.8782814414805413,1.8798286848939716
2249,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_48,0.9155584941203766,1.8755441855344372,False,2.00949337071029,2.348059727107152,2.0687697834725607,1,1.8316649109395542,2.286174107110724
2250,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_49,1.0427649670336911,2.039735467808566,False,1.9945689534795163,1.9969506961434018,2.0311239347463648,1,2.1690580665926467,1.57985100950518
2251,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_50,0.9202181457735349,2.0633749550047327,False,2.016862229049273,2.065969686022758,2.2027202242765234,1,1.8786594262668141,2.061349447323056
2252,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_51,1.2363656365543545,2.0138246445890884,False,1.9610466571458227,1.6940050010598753,2.0574230477515556,1,2.211825833935537,1.9379492669294625
2253,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_52,1.1193728421721534,2.5000928614675297,False,1.8629712933993936,2.483246294417814,1.7661738563952043,1,2.039503501549204,2.4033020605961006
2254,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_53,0.870386471816056,1.8726089392678391,False,1.972270871902314,1.8809565553350711,1.995568676528586,1,1.9910982555476242,2.1839627570869973
2255,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_54,1.0554224746306395,2.225845179475332,False,1.895363464849287,1.9312809265320658,2.1426021672142905,1,1.8784651753583756,1.967593984989161
2256,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_55,0.9950007049767423,2.191669392859456,False,2.278165209627801,2.1152827824753477,2.2814026245360797,1,1.761749782847663,2.3289938224203994
2257,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_56,0.9581451433500406,1.9094328300107735,False,1.8574470738672209,1.8102405761340092,1.9906854411445136,1,1.9990557013374108,2.079413336491266
2258,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_57,0.9537078359284146,2.495433291215116,False,2.149958411045499,1.9855039119283198,1.5485391574405094,1,1.632765779926328,2.2692294738888314
2259,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_58,0.5479586678567889,2.1427952995616346,False,1.883345755499148,1.7717328795593432,1.9851527648947713,1,2.1687941415840117,2.176867424241752
2260,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_59,0.9154350449254565,1.8661320930370908,False,1.9446531745901543,1.8424598231190215,1.9163047447248733,1,2.2219353594423272,1.800175640824388
2261,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_60,0.8917370582561613,2.2247850826897073,False,1.8737993250906424,2.0239575692110456,2.051027185001322,1,1.971216333076304,2.2255125280346513
2262,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_61,1.3931159895443617,2.064991509424046,False,2.075557475812991,1.8823826177903384,1.6599207587283484,1,1.9459159256880334,1.9036752924512206
2263,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_62,0.7558680318261153,2.2406428032816,False,2.1088930802718955,1.9224698803764326,1.8461032753626783,1,2.342412399388458,2.2803188092593336
2264,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_63,0.9460401686613087,1.9397378918408135,False,2.1457043876217545,1.824941673110108,2.1608004558156204,1,2.202656022869137,2.0239443472342775
2265,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_64,0.8103874042691058,1.7269381767313567,False,1.9004601797965013,2.372445478625695,1.699528450301916,1,2.2860156085417036,1.8107101329955106
2266,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_65,0.7730153399092085,2.2532236136610666,False,2.0701737753006055,1.9422170759542232,1.84274486537744,1,2.216921478959649,2.003453001681772
2267,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_66,1.3212237863342655,1.9567573910060143,False,2.109585631632921,1.9818922185325725,1.9616222694285224,1,2.03071306270347,1.9016232410067637
2268,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_67,1.2383660741495683,1.7393793368135952,False,2.3421631672057805,1.895439041951458,1.9961122987883924,1,2.1803046307439664,1.8542739856134036
2269,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_68,0.8972852584761691,1.9513188828945107,False,2.202303518107998,1.6017385153260688,1.8157492455847641,1,2.0144875239713795,1.9755388717570024
2270,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_69,1.22385627334463,1.7593085978676313,False,2.0802807622114368,1.9809148623518065,1.927603075081819,1,2.12259430624254,1.8623736733725278
2271,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_70,0.89103872457044,2.017071719134682,False,2.098149748529107,2.178365806653892,2.1484031094864937,1,1.9501631384189733,1.950198786477117
2272,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_71,1.022775684023483,2.20913198497458,False,1.9858500877093417,1.9869121347091512,1.8633454739035318,1,2.1023030783497982,1.8007747492335096
2273,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_72,0.8032815617582936,1.985170614902225,False,1.8109686748308114,2.331310240426145,1.728960550076168,1,1.942581168377043,1.7887910187839031
2274,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_73,1.1377911390723396,2.241257559892912,False,2.1806495113566964,2.0731080625617397,1.6979122614736202,1,1.623344244130482,2.159791355262101
2275,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_74,1.0166100688535629,2.317867187434109,False,2.2350824364103183,1.544738547034139,1.8927407673207197,1,2.1217084758673184,1.8919617495492025
2276,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_75,1.1528682819705556,2.0720346550562048,False,1.7883032231365321,2.2004837423409445,1.9848546547665145,1,2.1345912341114257,1.6046498608516693
2277,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_76,0.8366838934696648,2.0146368695879135,False,2.148981091064267,2.0685307813822265,1.8214022202751508,1,2.0722691900186945,2.085499099591173
2278,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_77,1.0011622654589754,2.270545957368234,False,1.743001107706119,1.7036147367692442,1.6418939670597341,1,1.7427768316871515,2.0522822989966514
2279,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_78,1.11590021065317,1.9430087151112176,False,2.0284050763734527,1.862412359172194,2.279872707448005,1,2.069929518126203,2.3129600189881083
2280,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_79,0.8600857121156423,2.056848648594259,False,1.6781063118015955,2.0516022082331618,2.0984274131113794,1,2.056772454692101,2.0957376616492835
2281,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_80,1.391269194823183,1.7460333516000615,False,2.204779701842826,2.14738363984863,1.9360382745044038,1,1.8045332393838482,2.187275261751973
2282,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_81,0.8205661965402238,1.7502399556539923,False,2.0201989762210713,1.847873242194129,2.2440068994879456,1,2.0456036129754676,1.9079544563287354
2283,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_82,0.958794224993093,2.039819004237546,False,1.7161619161727766,2.208670230403818,2.1389796169701527,1,1.6943533046828436,1.9399254752921826
2284,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_83,0.9857273053548834,2.12117505807955,False,2.094528175062645,2.3761402777631058,2.077188954580548,1,1.847053794769411,1.9467641946083505
2285,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_84,0.7017741267892134,2.054415123531559,False,2.064614996176594,1.7826185642425005,1.686480466758988,1,2.201281203438091,2.0170316113321856
2286,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_85,0.8937369256367975,2.014878926158921,False,1.770555145323132,1.8348137438830605,1.7814808749948785,1,2.2516821914426357,1.7542653505625052
2287,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_86,0.8559317428843065,2.0377343627378957,False,1.9391327261071991,2.2156951445237585,1.8131333408316486,1,1.8083118819651658,2.0540532079754534
2288,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_87,1.2318570389768146,2.299118424312969,False,2.0531260024435953,1.8878191854780908,2.3475242366559206,1,1.9666755431267853,2.455165614012116
2289,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,HH_88,1.2287271912932531,2.3345033518544103,False,2.2013210005719746,1.9548584064235643,1.8338271315972707,1,1.76132943045106,2.284372533518009
